age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
42,fit,mostly vegetarian,socially,sometimes,graduated from college/university,white,75,-1,computer / hardware / software,doesn&rsquo;t want kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), spanish (okay), c++ (fluently), lisp (fluently)",single
48,fit,mostly vegetarian,rarely,,graduated from masters program,white,71,-1,education / academia,doesn&rsquo;t have kids,straight,likes cats,other and somewhat serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), portuguese (okay)",single
28,fit,mostly other,socially,never,graduated from masters program,white,67,-1,science / tech / engineering,,straight,likes dogs,judaism but not too serious about it,m,,no,"english (fluently), russian (fluently), french (okay)",single
34,,,rarely,never,,indian,66,-1,artistic / musical / writer,,straight,,,f,leo,no,"english (fluently), hindi (fluently), other (fluently)",single
33,a little extra,anything,not at all,never,graduated from college/university,,71,-1,computer / hardware / software,,straight,,buddhism,m,,no,english,single
21,overweight,strictly other,not at all,never,graduated from med school,"asian, other",62,-1,medicine / health,doesn&rsquo;t have kids,straight,,christianity,f,gemini,no,english,single
40,curvy,,socially,never,graduated from college/university,white,64,-1,medicine / health,"has a kid, and wants more",straight,,judaism but not too serious about it,f,leo and it&rsquo;s fun to think about,no,"english, russian",single
27,,,socially,,graduated from college/university,white,66,1000000,other,,straight,likes dogs and has cats,judaism but not too serious about it,f,capricorn but it doesn&rsquo;t matter,trying to quit,"english (fluently), french (poorly)",single
47,average,,socially,,,white,68,100000,artistic / musical / writer,,straight,likes dogs and has cats,atheism,m,leo,trying to quit,english,single
48,fit,mostly anything,socially,never,graduated from college/university,asian,63,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,,catholicism but not too serious about it,f,,no,"english (fluently), chinese (fluently), french (poorly)",single
34,fit,mostly anything,socially,never,graduated from college/university,white,65,-1,artistic / musical / writer,,straight,likes dogs and has cats,buddhism but not too serious about it,f,capricorn and it&rsquo;s fun to think about,no,"english, french (poorly)",single
22,thin,mostly vegetarian,socially,,graduated from college/university,white,66,-1,,,straight,,other and somewhat serious about it,f,scorpio but it doesn&rsquo;t matter,no,"english, french",seeing someone
56,average,mostly anything,,never,graduated from college/university,"white, other",65,-1,other,"has kids, but doesn&rsquo;t want more",straight,likes dogs and has cats,other and laughing about it,f,capricorn and it&rsquo;s fun to think about,no,"english (fluently), dutch (fluently), french (fluently), hebrew (okay), spanish (okay)",single
59,fit,mostly anything,socially,never,college/university,white,66,-1,other,,straight,likes dogs,christianity,f,aries,no,english (fluently),single
23,thin,,,never,,,73,-1,,,straight,,,m,,,"english (okay), french (fluently)",single
51,fit,mostly vegan,rarely,never,graduated from masters program,white,70,80000,other,has a kid,straight,likes dogs and has cats,other and very serious about it,f,virgo and it matters a lot,no,english (fluently),single
33,curvy,mostly anything,not at all,never,graduated from high school,white,61,-1,medicine / health,"doesn&rsquo;t have kids, but might want them",straight,has dogs and has cats,catholicism and very serious about it,f,gemini and it matters a lot,no,english (fluently),single
25,thin,,socially,never,graduated from college/university,asian,63,-1,science / tech / engineering,,gay,likes dogs and likes cats,agnosticism but not too serious about it,m,taurus and it&rsquo;s fun to think about,no,english (fluently),single
42,fit,,socially,never,,white,64,-1,other,has kids,straight,has cats,,f,aquarius,no,english,single
20,average,mostly anything,not at all,never,working on college/university,asian,64,-1,student,doesn&rsquo;t have kids,straight,,buddhism but not too serious about it,f,capricorn and it matters a lot,no,"english (fluently), chinese (okay), japanese (poorly)",single
42,average,,socially,never,graduated from masters program,indian,62,-1,education / academia,doesn&rsquo;t want kids,straight,,,f,,no,english (fluently),single
57,thin,mostly other,rarely,never,graduated from ph.d program,white,65,-1,medicine / health,,straight,likes dogs,other and somewhat serious about it,f,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
39,skinny,,not at all,never,,,71,-1,,,straight,,,f,,no,english,single
28,fit,mostly vegetarian,rarely,never,graduated from college/university,indian,70,-1,,doesn&rsquo;t have kids,straight,,,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), german (poorly), tamil (fluently)",single
32,athletic,mostly anything,often,,graduated from masters program,white,62,-1,medicine / health,doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,f,,no,english (fluently),single
56,average,mostly anything,socially,sometimes,graduated from masters program,white,67,20000,education / academia,"has kids, but doesn&rsquo;t want more",straight,likes dogs,christianity and somewhat serious about it,f,aries but it doesn&rsquo;t matter,no,english (fluently),single
49,average,,socially,never,graduated from masters program,hispanic / latin,64,-1,political / government,"has kids, but doesn&rsquo;t want more",straight,has dogs,other,f,aries but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
27,average,mostly other,socially,never,graduated from college/university,middle eastern,69,20000,education / academia,,straight,has dogs,judaism,m,leo,no,"english, hebrew (okay), spanish (poorly)",single
35,thin,mostly anything,socially,,graduated from masters program,white,77,-1,artistic / musical / writer,,straight,likes dogs and likes cats,atheism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), dutch (poorly), spanish (poorly)",single
27,,anything,often,never,graduated from college/university,white,63,-1,other,,straight,,,f,,no,"english (fluently), chinese (okay)",single
20,athletic,,socially,,graduated from college/university,"asian, white",68,-1,,,bisexual,,,f,,,"english, chinese, german",single
25,thin,,often,never,graduated from college/university,white,67,-1,education / academia,,straight,,,f,,when drinking,"english, spanish",single
27,,strictly anything,socially,never,graduated from masters program,white,65,-1,,doesn&rsquo;t have kids,straight,likes dogs,,f,gemini,no,english,single
28,fit,,often,never,graduated from law school,white,70,-1,law / legal services,,straight,likes dogs and likes cats,agnosticism and laughing about it,m,leo but it doesn&rsquo;t matter,no,"english, frisian (fluently), c++ (poorly), swahili",seeing someone
27,fit,mostly anything,socially,sometimes,graduated from college/university,white,66,40000,science / tech / engineering,,straight,likes dogs and dislikes cats,,m,aquarius and it&rsquo;s fun to think about,no,english,available
31,,,socially,never,graduated from college/university,asian,71,-1,science / tech / engineering,,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,taurus and it&rsquo;s fun to think about,no,"english, chinese (okay), spanish (poorly)",single
30,athletic,mostly anything,socially,,graduated from college/university,"asian, white",69,-1,artistic / musical / writer,,straight,has dogs,agnosticism,m,virgo and it&rsquo;s fun to think about,no,english,single
39,full figured,,socially,never,working on college/university,white,60,-1,education / academia,,straight,likes dogs and has cats,other but not too serious about it,f,aries and it&rsquo;s fun to think about,no,english,single
43,average,mostly vegetarian,rarely,never,graduated from space camp,white,70,-1,computer / hardware / software,,straight,likes dogs and likes cats,atheism and laughing about it,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), c++ (fluently)",single
38,athletic,,socially,never,,hispanic / latin,70,-1,transportation,has a kid,straight,,christianity,m,,no,"english (fluently), spanish (fluently)",single
36,fit,,socially,never,college/university,white,76,-1,banking / financial / real estate,,straight,,,m,leo,no,"english (poorly), spanish (fluently), catalan (okay), french (poorly), italian (poorly)",single
23,average,,socially,never,working on two-year college,hispanic / latin,68,-1,student,,straight,,atheism,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
34,curvy,other,rarely,,graduated from college/university,white,66,-1,other,,straight,has dogs,judaism and laughing about it,f,scorpio,no,"english (fluently), afrikaans (okay), hebrew (fluently), yiddish (okay)",single
47,curvy,,not at all,never,,,63,-1,,,straight,,other and very serious about it,f,gemini,no,english,single
28,thin,,socially,,graduated from college/university,,65,-1,medicine / health,,straight,,,f,pisces,,"english, spanish (fluently)",single
29,thin,,socially,never,graduated from college/university,white,68,-1,banking / financial / real estate,,straight,,agnosticism,f,scorpio,no,english,single
28,,,socially,,graduated from college/university,,63,-1,sales / marketing / biz dev,,straight,likes dogs and has cats,,f,libra and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single
23,jacked,,not at all,never,working on two-year college,white,67,-1,rather not say,,gay,has cats,,f,leo and it&rsquo;s fun to think about,no,english,single
19,,,,often,,,63,-1,sales / marketing / biz dev,,gay,has dogs,,f,cancer and it matters a lot,yes,english,single
28,average,strictly vegetarian,socially,never,graduated from college/university,white,72,-1,banking / financial / real estate,"doesn&rsquo;t have kids, but might want them",gay,likes dogs and likes cats,other and somewhat serious about it,f,cancer and it&rsquo;s fun to think about,no,english (fluently),single
51,a little extra,strictly anything,socially,never,dropped out of college/university,white,70,-1,other,"has a kid, but doesn&rsquo;t want more",straight,likes dogs and likes cats,catholicism but not too serious about it,f,aquarius but it doesn&rsquo;t matter,no,english (fluently),single
28,average,mostly anything,socially,never,graduated from college/university,white,64,-1,,,straight,likes dogs and likes cats,other but not too serious about it,f,capricorn,no,english,single
32,fit,mostly vegetarian,socially,never,graduated from college/university,white,66,-1,other,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,,f,libra but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
24,fit,,socially,never,graduated from high school,white,67,-1,student,,straight,,,f,,no,english,single
24,thin,,socially,never,college/university,white,68,-1,,,straight,,,m,,no,"english, danish",single
42,a little extra,,socially,,,white,73,-1,,doesn&rsquo;t have kids,gay,has dogs and has cats,,f,taurus and it&rsquo;s fun to think about,yes,"english, spanish (poorly)",single
35,average,mostly vegetarian,socially,never,graduated from college/university,white,74,-1,science / tech / engineering,,straight,likes dogs and likes cats,catholicism but not too serious about it,m,virgo and it&rsquo;s fun to think about,no,english (fluently),single
43,athletic,mostly anything,socially,never,college/university,hispanic / latin,69,-1,,,straight,,,m,libra,,english,single
37,athletic,mostly anything,rarely,never,working on college/university,white,70,-1,sales / marketing / biz dev,,straight,likes dogs and likes cats,other,m,cancer,no,"english (fluently), french (poorly)",single
37,a little extra,,often,never,,white,72,-1,computer / hardware / software,,straight,likes dogs and dislikes cats,agnosticism and laughing about it,m,scorpio but it doesn&rsquo;t matter,no,english,single
35,thin,mostly vegetarian,socially,never,graduated from college/university,asian,64,70000,science / tech / engineering,,straight,,atheism,f,aries,no,english,single
33,fit,,socially,never,graduated from college/university,white,66,-1,sales / marketing / biz dev,,straight,,other and laughing about it,f,gemini,no,english,single
38,fit,,socially,never,graduated from college/university,white,67,-1,sales / marketing / biz dev,,straight,likes dogs and likes cats,other and somewhat serious about it,f,scorpio but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",single
49,fit,,socially,never,graduated from ph.d program,white,70,-1,computer / hardware / software,,straight,likes dogs and likes cats,other but not too serious about it,m,cancer and it&rsquo;s fun to think about,no,"english, other (fluently)",single
27,athletic,mostly anything,socially,never,graduated from college/university,white,66,-1,entertainment / media,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,catholicism and laughing about it,f,taurus but it doesn&rsquo;t matter,no,"english (fluently), italian (fluently)",single
18,curvy,mostly vegetarian,rarely,sometimes,,white,60,-1,sales / marketing / biz dev,,straight,has dogs and dislikes cats,agnosticism and laughing about it,f,libra and it matters a lot,yes,english (fluently),seeing someone
31,curvy,strictly anything,socially,never,graduated from masters program,white,65,-1,education / academia,,straight,likes dogs and dislikes cats,judaism but not too serious about it,f,cancer but it doesn&rsquo;t matter,no,"english (fluently), italian (fluently), spanish (okay), hebrew (poorly)",single
28,curvy,mostly vegan,socially,,graduated from college/university,white,68,20000,other,,bisexual,,other and somewhat serious about it,f,libra and it&rsquo;s fun to think about,sometimes,english,single
50,fit,,socially,never,graduated from masters program,white,71,-1,construction / craftsmanship,doesn&rsquo;t want kids,straight,likes dogs and likes cats,christianity,m,virgo,no,english (fluently),single
34,used up,strictly anything,socially,never,graduated from college/university,"asian, pacific islander",69,-1,entertainment / media,,straight,has dogs,,m,aries and it&rsquo;s fun to think about,no,"english, french (okay), spanish (poorly)",single
46,,anything,socially,never,med school,hispanic / latin,71,-1,medicine / health,has a kid,gay,,agnosticism,f,aquarius,,"english, spanish",single
35,fit,strictly other,socially,never,graduated from college/university,"hispanic / latin, white",75,20000,clerical / administrative,doesn&rsquo;t want kids,straight,likes dogs and has cats,catholicism and laughing about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",available
27,skinny,anything,socially,never,graduated from masters program,asian,63,-1,entertainment / media,"doesn&rsquo;t have kids, but wants them",straight,likes cats,christianity but not too serious about it,f,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay), german (okay)",available
38,average,vegetarian,rarely,never,graduated from high school,white,72,-1,,,straight,has dogs and likes cats,other,m,sagittarius,yes,english,single
28,thin,,socially,never,,"hispanic / latin, white",71,-1,,,gay,,,m,leo,no,english,single
33,fit,,socially,,graduated from two-year college,other,61,-1,medicine / health,,straight,,other,f,aries,no,english,single
29,average,anything,socially,,graduated from space camp,white,72,-1,science / tech / engineering,,straight,has dogs,atheism and laughing about it,m,libra but it doesn&rsquo;t matter,,"english (okay), italian (poorly)",single
30,,,socially,never,graduated from law school,white,67,-1,law / legal services,,straight,has dogs,atheism and laughing about it,f,,no,english (fluently),single
33,a little extra,mostly anything,socially,never,graduated from college/university,white,65,50000,entertainment / media,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
49,average,,socially,never,graduated from college/university,,64,-1,entertainment / media,,straight,has dogs,,f,,no,english,single
28,a little extra,,socially,never,graduated from college/university,hispanic / latin,69,-1,clerical / administrative,,gay,likes dogs,agnosticism but not too serious about it,m,taurus and it&rsquo;s fun to think about,no,english (fluently),single
35,fit,strictly anything,socially,,graduated from ph.d program,white,71,20000,science / tech / engineering,,straight,,judaism but not too serious about it,m,scorpio and it&rsquo;s fun to think about,no,english (fluently),single
33,average,mostly anything,socially,never,graduated from college/university,white,68,-1,science / tech / engineering,doesn&rsquo;t want kids,straight,likes cats,atheism and somewhat serious about it,m,,no,english,single
29,average,,socially,never,graduated from college/university,white,67,-1,sales / marketing / biz dev,"doesn&rsquo;t have kids, but might want them",straight,,christianity but not too serious about it,f,libra and it&rsquo;s fun to think about,no,english,single
38,full figured,anything,socially,never,graduated from masters program,white,67,-1,other,doesn&rsquo;t have kids,straight,,catholicism but not too serious about it,f,pisces,no,english,single
21,average,mostly anything,socially,sometimes,working on college/university,white,64,20000,student,doesn&rsquo;t want kids,bisexual,dislikes dogs and likes cats,atheism but not too serious about it,f,aquarius and it&rsquo;s fun to think about,sometimes,"english (fluently), ancient greek (poorly), spanish (poorly)",single
35,,,not at all,never,,,64,-1,,doesn&rsquo;t want kids,straight,,,f,,no,english,seeing someone
36,average,anything,socially,never,graduated from college/university,asian,64,-1,medicine / health,,straight,likes dogs and dislikes cats,atheism,f,capricorn but it doesn&rsquo;t matter,no,english,single
33,average,,rarely,never,graduated from space camp,hispanic / latin,65,-1,other,,straight,likes dogs and has cats,other,m,gemini,no,english (fluently),single
34,,,socially,,graduated from college/university,indian,66,-1,science / tech / engineering,,straight,,agnosticism and very serious about it,m,,when drinking,"english (fluently), hindi (okay)",single
22,thin,mostly anything,not at all,never,graduated from college/university,white,72,-1,,,straight,has dogs and has cats,atheism,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), japanese (poorly)",single
39,average,mostly vegetarian,socially,,graduated from masters program,white,70,-1,banking / financial / real estate,"doesn&rsquo;t have kids, but might want them",bisexual,likes dogs,other and laughing about it,m,gemini and it&rsquo;s fun to think about,trying to quit,english,single
43,average,strictly vegetarian,not at all,never,graduated from law school,white,73,-1,law / legal services,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs,agnosticism and laughing about it,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), german (fluently)",available
23,fit,anything,socially,never,graduated from masters program,white,73,-1,computer / hardware / software,,gay,likes dogs,christianity,m,,no,"english (fluently), spanish (okay)",single
30,full figured,mostly anything,rarely,never,graduated from two-year college,white,70,30000,clerical / administrative,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), german (poorly)",single
35,thin,,not at all,never,graduated from ph.d program,white,68,-1,education / academia,doesn&rsquo;t want kids,gay,,,m,,no,english,single
40,fit,,socially,,,asian,69,-1,medicine / health,,gay,likes dogs,,m,scorpio and it&rsquo;s fun to think about,no,"english, english, spanish, other",single
33,athletic,,socially,never,graduated from masters program,white,73,-1,education / academia,,straight,likes dogs,other,m,scorpio and it&rsquo;s fun to think about,no,english,single
36,fit,,socially,never,working on college/university,white,68,-1,science / tech / engineering,,straight,has dogs and likes cats,agnosticism but not too serious about it,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), japanese (poorly)",single
24,a little extra,,socially,sometimes,working on college/university,"asian, black",65,-1,sales / marketing / biz dev,,straight,likes dogs and likes cats,atheism and laughing about it,f,aquarius but it doesn&rsquo;t matter,when drinking,english,single
22,average,mostly vegetarian,socially,never,working on masters program,white,63,-1,student,,straight,has dogs and has cats,,f,libra but it doesn&rsquo;t matter,no,english,single
27,thin,strictly vegetarian,socially,,graduated from college/university,,74,-1,construction / craftsmanship,doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism,m,virgo,no,"english (fluently), spanish (okay), other (okay), latin (poorly), swahili (poorly)",single
39,fit,strictly anything,socially,never,graduated from ph.d program,white,74,-1,education / academia,,straight,,,m,,no,"english, french",single
36,athletic,mostly anything,socially,never,graduated from college/university,,70,-1,sales / marketing / biz dev,,straight,,,m,,no,english,single
41,curvy,,socially,,working on masters program,white,68,1000000,artistic / musical / writer,,straight,has dogs,other and somewhat serious about it,f,virgo and it&rsquo;s fun to think about,no,english,married
47,average,,socially,never,graduated from masters program,white,63,-1,,,straight,,christianity,f,libra,,english,single
62,thin,,socially,never,graduated from masters program,white,69,-1,medicine / health,doesn&rsquo;t want kids,straight,has cats,,f,,no,english,single
22,curvy,mostly vegetarian,socially,never,working on college/university,"native american, white",67,-1,student,doesn&rsquo;t have kids,straight,,,f,aries,,english,single
47,thin,mostly vegetarian,socially,never,,white,68,-1,artistic / musical / writer,doesn&rsquo;t want kids,straight,,atheism and somewhat serious about it,m,,no,english,single
28,fit,,socially,,graduated from college/university,white,71,-1,other,,straight,likes dogs,,f,virgo and it&rsquo;s fun to think about,,english,single
22,athletic,anything,socially,never,,white,70,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,,,m,aries,,"english, russian",single
26,skinny,mostly anything,socially,never,graduated from college/university,asian,66,-1,education / academia,,straight,has dogs and has cats,,m,aries,no,"english, chinese",single
47,athletic,mostly anything,not at all,never,graduated from college/university,asian,63,-1,banking / financial / real estate,,straight,dislikes dogs and dislikes cats,agnosticism and laughing about it,f,capricorn but it doesn&rsquo;t matter,no,"english (fluently), thai (fluently), chinese (okay), other",single
47,fit,mostly anything,often,sometimes,graduated from masters program,,74,-1,artistic / musical / writer,,straight,likes dogs and likes cats,other,m,gemini,no,"english (fluently), spanish (poorly)",single
36,,,socially,never,graduated from college/university,asian,68,100000,sales / marketing / biz dev,,straight,likes dogs,christianity and laughing about it,m,aries but it doesn&rsquo;t matter,when drinking,english,married
35,fit,anything,socially,,graduated from college/university,white,68,-1,,,straight,,agnosticism and laughing about it,f,scorpio and it&rsquo;s fun to think about,no,english,available
29,athletic,mostly anything,socially,never,graduated from masters program,white,72,100000,executive / management,,straight,likes dogs,,m,,no,"english, spanish (okay), german (poorly), chinese (poorly), c++ (fluently)",single
49,,,socially,never,graduated from college/university,asian,60,-1,medicine / health,,straight,,christianity,f,,no,english,single
34,athletic,other,socially,never,,white,72,-1,,,straight,,,m,gemini and it&rsquo;s fun to think about,no,english,single
30,curvy,mostly vegetarian,socially,never,graduated from college/university,"black, white",64,-1,medicine / health,,straight,likes dogs and likes cats,buddhism and very serious about it,f,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",seeing someone
38,average,mostly anything,often,never,graduated from college/university,,66,-1,education / academia,has kids,straight,likes dogs and likes cats,other and laughing about it,m,capricorn and it&rsquo;s fun to think about,no,english,married
28,fit,strictly anything,socially,sometimes,working on college/university,white,70,40000,artistic / musical / writer,,straight,likes dogs and likes cats,atheism and very serious about it,m,virgo but it doesn&rsquo;t matter,yes,english (fluently),single
27,average,other,rarely,never,graduated from space camp,"white, other",68,-1,student,,straight,likes cats,other and laughing about it,m,taurus,sometimes,english (fluently),single
29,,,socially,,,white,70,-1,artistic / musical / writer,,straight,likes dogs,agnosticism and laughing about it,m,,no,english (fluently),single
26,skinny,anything,socially,sometimes,graduated from college/university,asian,72,-1,science / tech / engineering,doesn&rsquo;t have kids,straight,has dogs,agnosticism and laughing about it,m,,yes,english (fluently),single
56,a little extra,mostly anything,socially,never,graduated from law school,white,73,-1,rather not say,doesn&rsquo;t want kids,straight,likes dogs and likes cats,christianity,m,aquarius,no,english (fluently),single
28,fit,mostly anything,rarely,never,graduated from college/university,black,68,-1,education / academia,,straight,dislikes dogs and likes cats,,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), french (fluently), spanish (poorly)",single
26,,anything,socially,sometimes,graduated from college/university,white,59,-1,artistic / musical / writer,,straight,likes dogs and has cats,judaism,f,,no,english,single
22,average,mostly anything,socially,never,graduated from college/university,white,64,-1,education / academia,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,judaism,f,leo but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), italian (poorly), hebrew (poorly), latin (poorly)",single
53,thin,,socially,never,graduated from college/university,white,62,-1,medicine / health,,straight,likes dogs and likes cats,other,f,aquarius,no,english (fluently),single
35,average,mostly vegetarian,socially,never,graduated from law school,white,66,-1,law / legal services,doesn&rsquo;t have kids,straight,likes dogs and has cats,agnosticism,f,capricorn and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (okay)",single
27,average,,socially,,,hispanic / latin,66,-1,,,straight,likes dogs and dislikes cats,atheism and laughing about it,f,pisces but it doesn&rsquo;t matter,,english,single
26,thin,mostly vegetarian,socially,never,working on masters program,white,67,-1,student,,straight,has dogs,buddhism but not too serious about it,f,leo and it&rsquo;s fun to think about,no,"english (fluently), italian (okay), spanish (okay)",single
26,thin,,socially,sometimes,working on college/university,white,68,-1,artistic / musical / writer,,bisexual,,atheism and very serious about it,f,,no,"english (fluently), french (okay)",available
25,thin,mostly anything,socially,never,graduated from college/university,,67,-1,education / academia,,straight,likes dogs and dislikes cats,judaism and somewhat serious about it,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), portuguese (fluently), hebrew (poorly), spanish (poorly)",single
23,a little extra,,socially,never,working on college/university,"black, native american, hispanic / latin, white",73,-1,artistic / musical / writer,,straight,,atheism,m,leo,,"english, spanish",single
27,fit,mostly anything,socially,,working on college/university,asian,67,-1,student,,straight,,,m,aries but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay)",single
32,thin,,not at all,never,dropped out of college/university,white,71,-1,other,doesn&rsquo;t have kids,straight,,atheism and laughing about it,m,,no,"english (fluently), chinese (poorly), japanese (okay), spanish (okay)",single
31,average,mostly anything,socially,never,graduated from college/university,white,65,-1,banking / financial / real estate,,straight,likes dogs and likes cats,christianity but not too serious about it,f,sagittarius but it doesn&rsquo;t matter,no,"english (okay), russian (fluently)",single
29,athletic,,socially,never,,white,69,-1,,,straight,,christianity and somewhat serious about it,f,,,english,single
35,average,,rarely,never,graduated from law school,white,74,80000,law / legal services,,straight,dislikes dogs and likes cats,atheism,m,taurus,no,english (fluently),single
37,fit,mostly anything,socially,never,graduated from college/university,white,66,100000,entertainment / media,,straight,likes dogs and dislikes cats,agnosticism but not too serious about it,f,libra but it doesn&rsquo;t matter,no,"english, french (fluently), spanish (okay), arabic (poorly)",single
26,skinny,mostly anything,socially,never,graduated from college/university,asian,64,-1,,,straight,,,m,aries but it doesn&rsquo;t matter,when drinking,english,single
30,,,socially,never,graduated from masters program,asian,68,-1,banking / financial / real estate,,straight,has dogs,,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",single
29,thin,mostly anything,,never,graduated from college/university,white,63,-1,science / tech / engineering,,straight,likes dogs and has cats,agnosticism,f,taurus and it&rsquo;s fun to think about,sometimes,"english (fluently), french (poorly), greek (poorly)",single
25,curvy,,socially,sometimes,graduated from college/university,white,67,-1,clerical / administrative,,straight,likes dogs,,f,leo,when drinking,english,single
36,athletic,mostly vegetarian,rarely,sometimes,graduated from college/university,white,77,80000,artistic / musical / writer,"doesn&rsquo;t have kids, but wants them",bisexual,likes dogs and likes cats,other and laughing about it,m,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
27,athletic,mostly anything,socially,never,graduated from college/university,white,71,-1,,,straight,,,m,,no,english (fluently),single
26,average,mostly other,socially,never,working on college/university,white,71,20000,artistic / musical / writer,,straight,has dogs and has cats,christianity and very serious about it,m,leo and it matters a lot,no,"english (fluently), spanish (fluently)",single
24,average,,socially,never,working on college/university,white,68,-1,student,doesn&rsquo;t have kids,straight,,,f,leo,no,"english, russian, belarusan, french",single
41,athletic,mostly anything,socially,,graduated from college/university,other,72,-1,executive / management,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,capricorn and it&rsquo;s fun to think about,no,"english, other",single
42,athletic,strictly vegetarian,rarely,sometimes,graduated from college/university,white,61,-1,science / tech / engineering,has a kid,straight,dislikes cats,,f,leo,no,english,single
29,average,anything,socially,,graduated from college/university,"hispanic / latin, white",64,-1,other,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,other,f,leo and it&rsquo;s fun to think about,,"english (fluently), spanish (okay)",single
23,curvy,,socially,never,graduated from college/university,white,66,-1,other,,straight,has dogs and likes cats,agnosticism and laughing about it,f,leo and it&rsquo;s fun to think about,no,english,single
33,curvy,anything,socially,never,graduated from college/university,white,65,-1,education / academia,,straight,has cats,agnosticism,f,cancer,no,"english (fluently), french (poorly)",single
30,average,,socially,,graduated from college/university,"hispanic / latin, white",73,-1,other,,straight,likes dogs and likes cats,,m,aquarius and it&rsquo;s fun to think about,sometimes,english,single
30,,,socially,never,graduated from masters program,,71,-1,banking / financial / real estate,doesn&rsquo;t have kids,straight,,,m,,no,"english (fluently), hindi (fluently), french (poorly)",single
36,jacked,strictly anything,often,never,,white,68,40000,computer / hardware / software,doesn&rsquo;t want kids,gay,likes cats,agnosticism,f,scorpio and it&rsquo;s fun to think about,no,english,single
62,average,mostly anything,socially,,dropped out of ph.d program,white,68,-1,other,has a kid,straight,likes dogs and likes cats,agnosticism and somewhat serious about it,m,sagittarius and it&rsquo;s fun to think about,no,"english, spanish (okay)",available
29,fit,,,,,white,66,-1,,,bisexual,,,f,,,english,single
38,curvy,vegetarian,not at all,never,graduated from college/university,"asian, white",62,-1,education / academia,,straight,likes dogs and has cats,other,f,gemini and it&rsquo;s fun to think about,yes,english,single
29,,mostly anything,socially,,graduated from masters program,asian,62,-1,,,straight,has dogs and likes cats,catholicism and laughing about it,f,sagittarius and it&rsquo;s fun to think about,,"english (fluently), tagalog (okay), spanish (poorly), french (poorly)",single
34,average,,socially,,working on masters program,white,70,-1,education / academia,,straight,has dogs,,f,pisces and it&rsquo;s fun to think about,,"english, spanish (poorly)",single
30,fit,,socially,never,graduated from high school,other,67,20000,,,straight,has cats,atheism,f,libra and it&rsquo;s fun to think about,,english,single
22,average,,socially,never,,,70,-1,,,straight,,,m,,,english,single
35,athletic,mostly vegetarian,socially,never,graduated from college/university,white,68,-1,political / government,,straight,has dogs,atheism,m,taurus,no,"english, spanish (poorly)",single
46,athletic,mostly anything,socially,never,,,67,-1,medicine / health,"doesn&rsquo;t have kids, but wants them",straight,has dogs and likes cats,buddhism and laughing about it,m,gemini and it&rsquo;s fun to think about,no,english,single
