EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_IMMIGRATION_CATEGORY-COMPONENT	FR_CATÉGORIE_D'IMMIGRATION-COMPOSANTE	TOTAL
2026	Q3	Jul	2026	T3	juil.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	105
2017	Q1	Mar	2017	T1	mars	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2019	Q2	Apr	2019	T2	avr.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	165
2024	Q4	Dec	2024	T4	déc.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	35
2016	Q4	Oct	2016	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Trade	Métiers spécialisés	--
2026	Q3	Jul	2026	T3	juil.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	45
2023	Q1	Mar	2023	T1	mars	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	20
2021	Q1	Feb	2021	T1	fév.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	15
2016	Q3	Sep	2016	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Trade	Métiers spécialisés	--
2024	Q4	Nov	2024	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2020	Q3	Sep	2020	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2017	Q1	Feb	2017	T1	fév.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	145
2022	Q2	Apr	2022	T2	avr.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	205
2018	Q2	Jun	2018	T2	juin	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	145
2023	Q4	Oct	2023	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	--
2018	Q2	Jun	2018	T2	juin	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	3095
2016	Q3	Jul	2016	T3	juil.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	5
2024	Q3	Jul	2024	T3	juil.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2023	Q1	Feb	2023	T1	fév.	Yukon	Yukon	Canadian Experience	Catégorie de l’expérience canadienne	5
2021	Q1	Mar	2021	T1	mars	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	--
2019	Q4	Oct	2019	T4	oct.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	325
2025	Q4	Oct	2025	T4	oct.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	570
2022	Q2	Jun	2022	T2	juin	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	15
2020	Q4	Oct	2020	T4	oct.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2024	Q2	Apr	2024	T2	avr.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	415
2019	Q2	Jun	2019	T2	juin	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	1550
2016	Q2	Jun	2016	T2	juin	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	45
2025	Q1	Jan	2025	T1	janv.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	55
2018	Q1	Mar	2018	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	10
2024	Q2	May	2024	T2	mai	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	45
2019	Q3	Aug	2019	T3	août	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	200
2022	Q2	May	2022	T2	mai	Nunavut	Nunavut	Skilled Worker	Travailleurs qualifiés	5
2022	Q2	May	2022	T2	mai	Alberta	Alberta	Skilled Trade	Métiers spécialisés	15
2023	Q4	Nov	2023	T4	nov.	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
2018	Q2	Jun	2018	T2	juin	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	165
2022	Q1	Jan	2022	T1	janv.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	10
2023	Q2	Jun	2023	T2	juin	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	45
2025	Q1	Feb	2025	T1	fév.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	1675
2025	Q4	Oct	2025	T4	oct.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	110
2016	Q4	Nov	2016	T4	nov.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2022	Q4	Nov	2022	T4	nov.	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	385
2025	Q3	Sep	2025	T3	sept.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	2060
2019	Q3	Sep	2019	T3	sept.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	40
2023	Q1	Feb	2023	T1	fév.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	10
2015	Q2	May	2015	T2	mai	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	10
2024	Q2	Jun	2024	T2	juin	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	1235
2025	Q1	Mar	2025	T1	mars	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	475
2020	Q3	Jul	2020	T3	juil.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	15
2016	Q1	Feb	2016	T1	fév.	Manitoba	Manitoba	Skilled Trade	Métiers spécialisés	--
2020	Q4	Nov	2020	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	--
2020	Q1	Mar	2020	T1	mars	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	90
2018	Q1	Jan	2018	T1	janv.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	405
2026	Q2	May	2026	T2	mai	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	275
2021	Q3	Jul	2021	T3	juil.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	600
2022	Q3	Sep	2022	T3	sept.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	--
2017	Q3	Jul	2017	T3	juil.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	100
2017	Q1	Jan	2017	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	15
2021	Q4	Dec	2021	T4	déc.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	220
2020	Q1	Jan	2020	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	40
2020	Q2	May	2020	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	15
2024	Q1	Jan	2024	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2018	Q4	Nov	2018	T4	nov.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	--
2024	Q2	Apr	2024	T2	avr.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	605
2015	Q3	Aug	2015	T3	août	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	195
2026	Q2	Apr	2026	T2	avr.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	5
2018	Q4	Nov	2018	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	15
2020	Q1	Mar	2020	T1	mars	Alberta	Alberta	Skilled Trade	Métiers spécialisés	25
2018	Q2	Jun	2018	T2	juin	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	445
2025	Q4	Nov	2025	T4	nov.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	15
2020	Q2	Apr	2020	T2	avr.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	10
2020	Q2	Jun	2020	T2	juin	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	4640
2017	Q4	Dec	2017	T4	déc.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	40
2018	Q4	Dec	2018	T4	déc.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	135
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	30
2019	Q3	Sep	2019	T3	sept.	Nova Scotia	Nouvelle-Écosse	Skilled Trade	Métiers spécialisés	--
2023	Q3	Aug	2023	T3	août	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	390
2016	Q2	Apr	2016	T2	avr.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	20
2022	Q1	Mar	2022	T1	mars	Yukon	Yukon	Canadian Experience	Catégorie de l’expérience canadienne	15
2017	Q2	May	2017	T2	mai	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	30
2016	Q1	Jan	2016	T1	janv.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	--
2024	Q3	Aug	2024	T3	août	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	165
2017	Q4	Oct	2017	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	10
2025	Q1	Feb	2025	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	--
2021	Q3	Jul	2021	T3	juil.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	70
2019	Q3	Sep	2019	T3	sept.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	40
2019	Q4	Oct	2019	T4	oct.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	35
2021	Q2	May	2021	T2	mai	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	1280
2025	Q2	Jun	2025	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2018	Q1	Mar	2018	T1	mars	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	635
2019	Q1	Feb	2019	T1	fév.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	135
2016	Q3	Jul	2016	T3	juil.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	25
2023	Q3	Sep	2023	T3	sept.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	65
2024	Q2	May	2024	T2	mai	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	--
2026	Q3	Jul	2026	T3	juil.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	440
2020	Q4	Nov	2020	T4	nov.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	80
2020	Q1	Mar	2020	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2026	Q1	Feb	2026	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2022	Q2	Jun	2022	T2	juin	Nunavut	Nunavut	Skilled Worker	Travailleurs qualifiés	--
2018	Q4	Dec	2018	T4	déc.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	10
2025	Q2	May	2025	T2	mai	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	325
2020	Q3	Jul	2020	T3	juil.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	15
2021	Q2	Apr	2021	T2	avr.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	55
2017	Q1	Mar	2017	T1	mars	Saskatchewan	Saskatchewan	Skilled Trade	Métiers spécialisés	5
2020	Q2	Jun	2020	T2	juin	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	20
2019	Q3	Jul	2019	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2024	Q4	Oct	2024	T4	oct.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	185
2019	Q3	Sep	2019	T3	sept.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	40
2016	Q3	Sep	2016	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	--
2017	Q4	Nov	2017	T4	nov.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	250
2020	Q2	May	2020	T2	mai	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	10
2015	Q3	Jul	2015	T3	juil.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	35
2018	Q2	Apr	2018	T2	avr.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2026	Q1	Mar	2026	T1	mars	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	2185
2015	Q4	Dec	2015	T4	déc.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	175
2019	Q2	Apr	2019	T2	avr.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	20
2019	Q2	May	2019	T2	mai	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	95
2015	Q2	Jun	2015	T2	juin	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	5
2022	Q1	Jan	2022	T1	janv.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	100
2026	Q1	Jan	2026	T1	janv.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	60
2017	Q1	Feb	2017	T1	fév.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	20
2021	Q2	May	2021	T2	mai	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	30
2021	Q3	Aug	2021	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2022	Q1	Feb	2022	T1	fév.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	40
2022	Q3	Jul	2022	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	--
2023	Q2	May	2023	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	35
2017	Q4	Nov	2017	T4	nov.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	35
2026	Q2	Apr	2026	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	5
2015	Q3	Jul	2015	T3	juil.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	5
2019	Q1	Mar	2019	T1	mars	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	40
2017	Q2	Apr	2017	T2	avr.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	110
2018	Q2	Apr	2018	T2	avr.	Saskatchewan	Saskatchewan	Skilled Trade	Métiers spécialisés	--
2021	Q4	Oct	2021	T4	oct.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	5
2018	Q3	Jul	2018	T3	juil.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	110
2017	Q2	Jun	2017	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	5
2021	Q3	Jul	2021	T3	juil.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	630
2019	Q4	Nov	2019	T4	nov.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	35
2018	Q4	Dec	2018	T4	déc.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	45
2019	Q2	Jun	2019	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Skilled Trade	Métiers spécialisés	--
2020	Q4	Oct	2020	T4	oct.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	350
2022	Q1	Feb	2022	T1	fév.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	515
2025	Q3	Sep	2025	T3	sept.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	190
2021	Q4	Dec	2021	T4	déc.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	40
2022	Q2	Apr	2022	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	60
2026	Q1	Feb	2026	T1	fév.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	325
2018	Q3	Aug	2018	T3	août	Ontario	Ontario	Skilled Trade	Métiers spécialisés	15
2021	Q3	Jul	2021	T3	juil.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	10
2016	Q1	Mar	2016	T1	mars	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	20
2022	Q3	Jul	2022	T3	juil.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	610
2020	Q3	Jul	2020	T3	juil.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	10
2021	Q2	May	2021	T2	mai	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	195
2025	Q3	Jul	2025	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	15
2024	Q2	May	2024	T2	mai	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2026	Q1	Feb	2026	T1	fév.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	15
2018	Q2	Apr	2018	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Trade	Métiers spécialisés	--
2016	Q2	May	2016	T2	mai	Northwest Territories	Territoires du Nord-Ouest	Skilled Worker	Travailleurs qualifiés	--
2019	Q1	Jan	2019	T1	janv.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2017	Q2	Jun	2017	T2	juin	Ontario	Ontario	Skilled Trade	Métiers spécialisés	25
2020	Q4	Dec	2020	T4	déc.	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	185
2021	Q4	Oct	2021	T4	oct.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	335
2026	Q1	Mar	2026	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2023	Q1	Mar	2023	T1	mars	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	30
2020	Q3	Sep	2020	T3	sept.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	--
2022	Q1	Jan	2022	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	20
2016	Q3	Jul	2016	T3	juil.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	20
2015	Q3	Sep	2015	T3	sept.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	--
2017	Q2	Apr	2017	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	10
2024	Q3	Aug	2024	T3	août	Nunavut	Nunavut	Canadian Experience	Catégorie de l’expérience canadienne	--
2024	Q1	Mar	2024	T1	mars	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	430
2026	Q2	Apr	2026	T2	avr.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	340
2019	Q2	May	2019	T2	mai	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	275
2019	Q2	May	2019	T2	mai	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	35
2017	Q3	Jul	2017	T3	juil.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	395
2024	Q3	Aug	2024	T3	août	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	295
2020	Q4	Dec	2020	T4	déc.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	--
2026	Q1	Jan	2026	T1	janv.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	45
2017	Q4	Oct	2017	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	80
2015	Q4	Oct	2015	T4	oct.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2022	Q3	Jul	2022	T3	juil.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	975
2018	Q4	Dec	2018	T4	déc.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	425
2025	Q1	Jan	2025	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	--
2018	Q3	Aug	2018	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	5
2015	Q3	Aug	2015	T3	août	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	--
2018	Q4	Dec	2018	T4	déc.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	35
2016	Q2	May	2016	T2	mai	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	20
2021	Q3	Sep	2021	T3	sept.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	10
2016	Q3	Sep	2016	T3	sept.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	--
2026	Q3	Jul	2026	T3	juil.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	70
2020	Q3	Jul	2020	T3	juil.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	10
2018	Q3	Jul	2018	T3	juil.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	200
2016	Q3	Aug	2016	T3	août	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	20
2022	Q3	Jul	2022	T3	juil.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	445
2026	Q2	May	2026	T2	mai	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	25
2024	Q1	Feb	2024	T1	fév.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	980
2023	Q2	Jun	2023	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	35
2024	Q3	Sep	2024	T3	sept.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	490
2021	Q1	Jan	2021	T1	janv.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	50
2024	Q3	Jul	2024	T3	juil.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	2695
2026	Q1	Jan	2026	T1	janv.	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	275
2024	Q3	Aug	2024	T3	août	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2018	Q2	May	2018	T2	mai	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	25
2016	Q1	Mar	2016	T1	mars	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2016	Q4	Oct	2016	T4	oct.	Saskatchewan	Saskatchewan	Skilled Trade	Métiers spécialisés	5
2023	Q3	Sep	2023	T3	sept.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	10
2023	Q3	Aug	2023	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	10
2025	Q3	Sep	2025	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	10
2021	Q1	Feb	2021	T1	fév.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	40
2022	Q4	Nov	2022	T4	nov.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	--
2024	Q4	Oct	2024	T4	oct.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	1335
2024	Q1	Jan	2024	T1	janv.	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	775
2023	Q1	Feb	2023	T1	fév.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	55
2023	Q1	Feb	2023	T1	fév.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	--
2017	Q1	Jan	2017	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Skilled Trade	Métiers spécialisés	--
2024	Q1	Feb	2024	T1	fév.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	960
2023	Q3	Sep	2023	T3	sept.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	295
2024	Q3	Sep	2024	T3	sept.	Yukon	Yukon	Canadian Experience	Catégorie de l’expérience canadienne	--
2023	Q1	Feb	2023	T1	fév.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	285
2026	Q2	Jun	2026	T2	juin	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	50
2023	Q1	Jan	2023	T1	janv.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	1540
2018	Q3	Sep	2018	T3	sept.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	30
2025	Q1	Jan	2025	T1	janv.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	1200
2017	Q1	Mar	2017	T1	mars	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	125
2022	Q3	Aug	2022	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	30
2025	Q3	Sep	2025	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	20
2020	Q4	Oct	2020	T4	oct.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	--
2022	Q2	May	2022	T2	mai	Ontario	Ontario	Skilled Trade	Métiers spécialisés	5
2026	Q2	Apr	2026	T2	avr.	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
