EN_YEAR	FR_ANNEÉ	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_INVITATION_CATEGORY	FR_CATEGORIE_D'INVITATION	EN_ITA_SCORE	FR_NOTE_D'IPD	TOTAL
2024	2024	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	95
2024	2024	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	175
2024	2024	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2024	2024	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 301 - 350	Note 301 - 350	10
2024	2024	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	90
2024	2024	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	220
2024	2024	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	215
2024	2024	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	40
2024	2024	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	--
2024	2024	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	700
2024	2024	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	5
2024	2024	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 601 - 700	Note 601 - 700	--
2024	2024	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	20
2024	2024	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	105
2024	2024	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	1585
2024	2024	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	--
2024	2024	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	--
2024	2024	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	30
2024	2024	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	70
2024	2024	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	105
2024	2024	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2024	2024	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 301 - 350	Note 301 - 350	35
2024	2024	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	290
2024	2024	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	565
2024	2024	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	305
2024	2024	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	50
2024	2024	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	--
2024	2024	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	455
2024	2024	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2024	2024	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	--
2024	2024	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	60
2024	2024	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	845
2024	2024	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	--
2024	2024	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	10
2024	2024	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	50
2024	2024	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	5
2024	2024	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	5
2024	2024	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	15
2024	2024	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	5
2024	2024	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	115
2024	2024	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	--
2024	2024	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	80
2024	2024	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	5
2024	2024	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	10
2024	2024	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	--
2024	2024	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	--
2024	2024	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	--
2024	2024	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	20
2024	2024	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	--
2024	2024	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	10
2024	2024	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	40
2024	2024	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	--
2024	2024	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	15
2024	2024	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	140
2024	2024	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	385
2024	2024	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2024	2024	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	15
2024	2024	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	45
2024	2024	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	80
2024	2024	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	25
2024	2024	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	440
2024	2024	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2024	2024	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 601 - 700	Note 601 - 700	--
2024	2024	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	25
2024	2024	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	80
2024	2024	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	370
2024	2024	Nunavut	Nunavut	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	--
2024	2024	Nunavut	Nunavut	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	10
2024	2024	Nunavut	Nunavut	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	--
2024	2024	Nunavut	Nunavut	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	--
2024	2024	Nunavut	Nunavut	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	--
2024	2024	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	10
2024	2024	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	55
2024	2024	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	2250
2024	2024	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	7505
2024	2024	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	20905
2024	2024	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	250
2024	2024	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	--
2024	2024	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Score 401 - 450	Note 401 - 450	--
2024	2024	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 301 - 350	Note 301 - 350	130
2024	2024	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	1820
2024	2024	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	5215
2024	2024	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	5335
2024	2024	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	1715
2024	2024	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	35
2024	2024	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	7125
2024	2024	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	15
2024	2024	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	--
2024	2024	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	155
2024	2024	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	5125
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	10
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	10
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	20
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	Score 301 - 350	Note 301 - 350	--
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	5
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	15
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	15
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	60
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	--
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	30
2024	2024	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	180
2024	2024	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	15
2024	2024	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	60
2024	2024	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	170
2024	2024	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2024	2024	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	25
2024	2024	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	90
2024	2024	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	100
2024	2024	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	15
2024	2024	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	155
2024	2024	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2024	2024	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	35
2024	2024	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	390
2024	2024	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	5
2024	2024	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	5
2024	2024	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	10
2024	2024	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	--
2024	2024	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	--
2024	2024	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	5
2024	2024	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	5
2024	2024	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	10
2024	2024	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	--
2024	2024	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	--
2024	2024	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	25
2025	2025	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	15
2025	2025	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	90
2025	2025	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	730
2025	2025	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	1785
2025	2025	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	15
2025	2025	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	415
2025	2025	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	1700
2025	2025	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	1905
2025	2025	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	305
2025	2025	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	740
2025	2025	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	10
2025	2025	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	40
2025	2025	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	735
2025	2025	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	15
2025	2025	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	80
2025	2025	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	1465
2025	2025	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	5510
2025	2025	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	30
2025	2025	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	35
2025	2025	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	345
2025	2025	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	735
2025	2025	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	285
2025	2025	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	--
2025	2025	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	1175
2025	2025	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	30
2025	2025	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 601 - 700	Note 601 - 700	--
2025	2025	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	25
2025	2025	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	145
2025	2025	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	945
2025	2025	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	--
2025	2025	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	20
2025	2025	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	145
2025	2025	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	205
2025	2025	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2025	2025	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	120
2025	2025	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	445
2025	2025	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	365
2025	2025	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	55
2025	2025	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	420
2025	2025	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	5
2025	2025	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 601 - 700	Note 601 - 700	--
2025	2025	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	15
2025	2025	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	90
2025	2025	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	665
2025	2025	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	--
2025	2025	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	65
2025	2025	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	150
2025	2025	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	145
2025	2025	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2025	2025	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	250
2025	2025	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	1090
2025	2025	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	530
2025	2025	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	75
2025	2025	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	415
2025	2025	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	5
2025	2025	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	--
2025	2025	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	5
2025	2025	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	250
2025	2025	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	--
2025	2025	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	--
2025	2025	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	20
2025	2025	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	50
2025	2025	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	5
2025	2025	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	35
2025	2025	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	25
2025	2025	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	5
2025	2025	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	150
2025	2025	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	--
2025	2025	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	100
2025	2025	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	5
2025	2025	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	15
2025	2025	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	20
2025	2025	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	--
2025	2025	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	10
2025	2025	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	15
2025	2025	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
